controlId,title,family,description,subFamily
IAC-24,Session Lock,Identification & Authentication,"Mechanisms exist to initiate a session lock after an organization-defined time period of inactivity, or upon receiving a request from a user and retain the session lock until the user reestablishes access using established identification and authentication methods.",Protect
IAC-24.1,Pattern-Hiding Displays,Identification & Authentication,Mechanisms exist to implement pattern-hiding displays to conceal information previously visible on the display during the session lock.,Protect
IAC-25,Session Termination,Identification & Authentication,"Automated mechanisms exist to log out users, both locally on the network and for remote sessions, at the end of the session or after an organization-defined period of inactivity.",Protect
IAC-25.1,User-Initiated Logouts / Message Displays,Identification & Authentication,Mechanisms exist to provide a logout capability and display an explicit logout message to users indicating the reliable termination of the session.,Protect
IAC-26,Permitted Actions Without Identification or Authorization,Identification & Authentication,Mechanisms exist to identify and document the supporting rationale for specific user actions that can be performed on a system without identification or authentication.,Protect
IAC-27,Reference Monitor,Identification & Authentication,"Mechanisms exist to implement a reference monitor that is tamperproof, always-invoked, small enough to be subject to analysis / testing and the completeness of which can be assured.",Protect
IAC-28,Identity Proofing (Identity Verification),Identification & Authentication,Mechanisms exist to verify the identity of a user before issuing authenticators or modifying access permissions.,Protect
IAC-28.1,Management Approval For New or Changed Accounts,Identification & Authentication,Mechanisms exist to ensure management approvals are required for new accounts or changes in permissions to existing accounts.,Detect
IAC-28.2,Identity Evidence,Identification & Authentication,Mechanisms exist to require evidence of individual identification to be presented to the registration authority.,Protect
IAC-28.3,Identity Evidence Validation & Verification,Identification & Authentication,Mechanisms exist to require that the presented identity evidence be validated and verified through organizational-defined methods of validation and verification.,Protect
IAC-28.4,In-Person Validation & Verification,Identification & Authentication,Mechanisms exist to require that the validation and verification of identity evidence be conducted in person before a designated registration authority.,Protect
IAC-28.5,Address Confirmation,Identification & Authentication,Mechanisms exist to require that a notice of proofing be delivered through an out-of-band channel to verify the user's address (physical or digital).,Protect
IAC-29,Attribute-Based Access Control (ABAC),Identification & Authentication,"Mechanisms exist to enforce Attribute-Based Access Control (ABAC) for policy-driven, dynamic authorizations that supports the secure sharing of information.",Identify
IAC-29.1,Real-Time Access Decisions,Identification & Authentication,Automated mechanisms exist to utilize Machine Learning (ML) to make real-time access decisions based on advanced network analytics that leverages enterprise-wide data sources.,Protect
IAC-29.2,Access Profile Rules,Identification & Authentication,"Mechanisms exist to develop access profile rules for sensitive/regulated Technology Assets, Applications, Services and/or Data (TAASD) access based on User, Data, Network, Environment & Device attributes.",Protect
IRO-01,Incident Response Operations,Incident Response,Mechanisms exist to implement and govern processes and documentation to facilitate an organization-wide response capability for cybersecurity and data protection-related incidents.,Govern
IRO-02,Incident Handling,Incident Response,Mechanisms exist to cover: (1) Preparation; (2) Automated event detection or manual incident report intake; (3) Analysis; (4) Containment; (5) Eradication; and (6) Recovery.,Respond
IRO-02.1,Automated Incident Handling Processes,Incident Response,Automated mechanisms exist to support the incident handling process.,Respond
IRO-02.2,Insider Threat Response Capability,Incident Response,Mechanisms exist to implement and govern an insider threat program.,Protect
IRO-02.3,Dynamic Reconfiguration,Incident Response,Automated mechanisms exist to dynamically reconfigure system components as part of the incident response capability.,Respond
IRO-02.4,Incident Classification & Prioritization,Incident Response,Mechanisms exist to identify classes of incidents and actions to take to ensure the continuation of organizational missions and business functions.,Respond
IRO-02.5,Correlation with External Organizations,Incident Response,Mechanisms exist to coordinate with approved third-parties to achieve a cross-organization perspective on incident awareness and more effective incident responses.,Respond
IRO-02.6,"Automatic Disabling of Technology Assets, Applications and/or Services (TAAS)",Incident Response,"Mechanisms exist to automatically disable Technology Assets, Applications and/or Services (TAAS), upon detection of a possible incident that meets organizational criteria, which allows for forensic analysis to be performed.",Respond
